#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 21750055, SEN S/N: 21750055)"
1,10/8/2025 16:15,24.931
2,10/8/2025 16:30,24.931
3,10/8/2025 16:45,24.158
4,10/8/2025 17:00,23.773
5,10/8/2025 17:15,23.196
6,10/8/2025 17:30,22.717
7,10/8/2025 17:45,22.142
8,10/8/2025 18:00,21.664
9,10/8/2025 18:15,21.187
10,10/8/2025 18:30,20.71
11,10/8/2025 18:45,20.234
12,10/8/2025 19:00,19.758
13,10/8/2025 19:15,19.187
14,10/8/2025 19:30,18.711
15,10/8/2025 19:45,18.14
16,10/8/2025 20:00,17.665
17,10/8/2025 20:15,17.284
18,10/8/2025 20:30,16.999
19,10/8/2025 20:45,16.618
20,10/8/2025 21:00,16.332
21,10/8/2025 21:15,16.046
22,10/8/2025 21:30,15.855
23,10/8/2025 21:45,15.569
24,10/8/2025 22:00,15.282
25,10/8/2025 22:15,14.996
26,10/8/2025 22:30,14.709
27,10/8/2025 22:45,14.421
28,10/8/2025 23:00,14.134
29,10/8/2025 23:15,13.942
30,10/8/2025 23:30,13.654
31,10/8/2025 23:45,13.461
32,10/9/2025 0:00,13.173
33,10/9/2025 0:15,12.883
34,10/9/2025 0:30,12.497
35,10/9/2025 0:45,12.207
36,10/9/2025 1:00,11.916
37,10/9/2025 1:15,11.528
38,10/9/2025 1:30,11.139
39,10/9/2025 1:45,10.748
40,10/9/2025 2:00,10.357
41,10/9/2025 2:15,9.965
42,10/9/2025 2:30,9.669
43,10/9/2025 2:45,9.373
44,10/9/2025 3:00,9.176
45,10/9/2025 3:15,8.879
46,10/9/2025 3:30,8.581
47,10/9/2025 3:45,8.282
48,10/9/2025 4:00,8.082
49,10/9/2025 4:15,7.882
50,10/9/2025 4:30,7.682
51,10/9/2025 4:45,7.481
52,10/9/2025 5:00,7.28
53,10/9/2025 5:15,7.079
54,10/9/2025 5:30,6.877
55,10/9/2025 5:45,6.775
56,10/9/2025 6:00,6.674
57,10/9/2025 6:15,6.573
58,10/9/2025 6:30,6.471
59,10/9/2025 6:45,6.268
60,10/9/2025 7:00,6.166
61,10/9/2025 7:15,6.064
62,10/9/2025 7:30,5.962
63,10/9/2025 7:45,5.86
64,10/9/2025 8:00,5.757
65,10/9/2025 8:15,5.757
66,10/9/2025 8:30,5.86
67,10/9/2025 8:45,5.962
68,10/9/2025 9:00,6.166
69,10/9/2025 9:15,6.471
70,10/9/2025 9:30,6.775
71,10/9/2025 9:45,7.079
72,10/9/2025 10:00,7.381
73,10/9/2025 10:15,7.882
74,10/9/2025 10:30,8.382
75,10/9/2025 10:45,9.077
76,10/9/2025 11:00,9.866
77,10/9/2025 11:15,10.748
78,10/9/2025 11:30,11.625
79,10/9/2025 11:45,12.497
80,10/9/2025 12:00,13.461
81,10/9/2025 12:15,14.421
82,10/9/2025 12:30,15.378
83,10/9/2025 12:45,16.332
84,10/9/2025 13:00,17.379
85,10/9/2025 13:15,18.236
86,10/9/2025 13:30,18.996
87,10/9/2025 13:45,19.758
88,10/9/2025 14:00,20.424
89,10/9/2025 14:15,21.187
90,10/9/2025 14:30,21.855
91,10/9/2025 14:45,22.621
92,10/9/2025 15:00,23.196
93,10/9/2025 15:15,23.773
94,10/9/2025 15:30,24.158
95,10/9/2025 15:45,24.448
96,10/9/2025 16:00,24.545
97,10/9/2025 16:15,24.448
98,10/9/2025 16:30,24.062
99,10/9/2025 16:45,23.484
100,10/9/2025 17:00,23.1
101,10/9/2025 17:15,23.1
102,10/9/2025 17:30,23.196
103,10/9/2025 17:45,23.196
104,10/9/2025 18:00,23.004
105,10/9/2025 18:15,22.525
106,10/9/2025 18:30,21.951
107,10/9/2025 18:45,21.187
108,10/9/2025 19:00,20.329
109,10/9/2025 19:15,19.282
110,10/9/2025 19:30,18.236
111,10/9/2025 19:45,17.189
112,10/9/2025 20:00,16.141
113,10/9/2025 20:15,15.187
114,10/9/2025 20:30,14.23
115,10/9/2025 20:45,13.269
116,10/9/2025 21:00,12.401
117,10/9/2025 21:15,11.625
118,10/9/2025 21:30,10.944
119,10/9/2025 21:45,10.259
120,10/9/2025 22:00,9.571
121,10/9/2025 22:15,9.077
122,10/9/2025 22:30,8.481
123,10/9/2025 22:45,7.983
124,10/9/2025 23:00,7.582
125,10/9/2025 23:15,7.079
126,10/9/2025 23:30,6.674
127,10/9/2025 23:45,6.37
128,10/10/2025 0:00,5.962
129,10/10/2025 0:15,5.655
130,10/10/2025 0:30,5.347
131,10/10/2025 0:45,5.037
132,10/10/2025 1:00,4.727
133,10/10/2025 1:15,4.519
134,10/10/2025 1:30,4.207
135,10/10/2025 1:45,3.998
136,10/10/2025 2:00,3.788
137,10/10/2025 2:15,3.472
138,10/10/2025 2:30,3.261
139,10/10/2025 2:45,3.049
140,10/10/2025 3:00,2.837
141,10/10/2025 3:15,2.624
142,10/10/2025 3:30,2.517
143,10/10/2025 3:45,2.303
144,10/10/2025 4:00,2.195
145,10/10/2025 4:15,1.98
146,10/10/2025 4:30,1.872
147,10/10/2025 4:45,1.764
148,10/10/2025 5:00,1.548
149,10/10/2025 5:15,1.439
150,10/10/2025 5:30,1.33
151,10/10/2025 5:45,1.221
152,10/10/2025 6:00,1.112
153,10/10/2025 6:15,1.003
154,10/10/2025 6:30,0.784
155,10/10/2025 6:45,0.674
156,10/10/2025 7:00,0.453
157,10/10/2025 7:15,0.343
158,10/10/2025 7:30,0.232
159,10/10/2025 7:45,0.121
160,10/10/2025 8:00,0.121
161,10/10/2025 8:15,0.121
162,10/10/2025 8:30,0.232
163,10/10/2025 8:45,0.343
164,10/10/2025 9:00,0.674
165,10/10/2025 9:15,1.003
166,10/10/2025 9:30,1.548
167,10/10/2025 9:45,2.303
168,10/10/2025 10:00,3.155
169,10/10/2025 10:15,4.311
170,10/10/2025 10:30,5.552
171,10/10/2025 10:45,7.079
172,10/10/2025 11:00,8.779
173,10/10/2025 11:15,10.455
174,10/10/2025 11:30,12.207
175,10/10/2025 11:45,13.846
176,10/10/2025 12:00,15.282
177,10/10/2025 12:15,16.618
178,10/10/2025 12:30,17.76
179,10/10/2025 12:45,20.138
180,10/10/2025 13:00,21.282
181,10/10/2025 13:15,21.76
182,10/10/2025 13:30,22.238
183,10/10/2025 13:45,22.525
184,10/10/2025 14:00,22.812
185,10/10/2025 14:15,23.1
186,10/10/2025 14:30,23.388
187,10/10/2025 14:45,23.581
188,10/10/2025 15:00,23.869
189,10/10/2025 15:15,24.158
190,10/10/2025 15:30,24.158
191,10/10/2025 15:45,23.966
192,10/10/2025 16:00,23.581
193,10/10/2025 16:15,23.1
194,10/10/2025 16:30,22.525
195,10/10/2025 16:45,21.951
196,10/10/2025 17:00,21.378
197,10/10/2025 17:15,20.805
198,10/10/2025 17:30,20.519
199,10/10/2025 17:45,20.424
200,10/10/2025 18:00,20.424
201,10/10/2025 18:15,20.519
202,10/10/2025 18:30,20.615
203,10/10/2025 18:45,20.615
204,10/10/2025 19:00,20.615
205,10/10/2025 19:15,20.519
206,10/10/2025 19:30,20.424
207,10/10/2025 19:45,20.329
208,10/10/2025 20:00,20.234
